1000
577	410
578	178
580	151
580	968
581	295
581	460
581	919
582	714
584	99
584	897
585	314
585	487
585	916
585	943
586	321
587	88
587	777
588	266
590	629
591	822
592	884
593	810
593	832
595	405
595	423
595	523
595	737
596	627
596	781
600	79
601	162
601	361
601	713
603	845
605	693
607	141
608	245
608	529
609	276
609	526
609	790
610	85
610	685
610	931
611	613
614	20
614	388
614	530
614	639
615	515
616	29
616	83
616	203
616	452
618	912
618	924
620	173
620	272
620	437
620	778
620	990
620	996
621	338
621	727
622	909
622	991
623	701
624	441
624	616
625	109
626	18
626	359
626	478
626	811
626	995
627	151
627	195
627	572
627	581
628	639
628	972
629	521
630	80
630	560
630	952
631	235
631	917
631	962
632	481
634	646
635	144
635	657
636	446
636	502
637	407
638	72
638	201
638	276
638	590
638	895
639	194
640	602
640	640
644	943
644	984
645	728
645	883
646	12
646	107
646	650
646	721
647	239
647	487
648	294
649	985
650	7
650	89
650	248
650	711
650	891
651	401
651	493
651	730
651	827
651	834
651	930
652	39
652	141
653	379
653	638
654	651
654	696
654	890
655	517
655	816
656	21
657	623
658	637
659	77
659	103
659	337
659	630
659	972
660	396
660	493
661	354
661	377
662	263
662	421
662	830
664	428
666	699
667	698
668	437
669	923
669	939
670	378
670	956
671	245
671	519
672	403
672	415
672	566
672	715
673	242
674	267
674	416
674	523
674	589
675	870
676	687
678	269
678	456
681	901
682	554
685	131
686	377
687	427
687	601
688	228
688	682
689	809
689	966
690	703
690	880
692	791
694	76
694	236
694	630
697	681
698	697
698	749
699	620
699	703
699	723
699	797
701	29
701	716
703	403
703	904
704	517
705	752
706	486
706	494
706	506
706	779
707	102
708	2
708	298
708	712
709	954
710	544
710	832
710	972
712	276
713	239
714	499
715	176
717	147
717	650
717	684
717	830
718	353
718	539
718	591
720	609
720	933
721	54
722	895
723	251
723	374
723	386
723	962
723	980
726	125
727	31
727	33
727	459
727	928
728	101
728	680
729	265
730	442
731	173
732	162
732	473
732	658
733	121
733	737
733	925
734	847
735	320
736	209
736	249
736	252
737	440
737	750
737	825
738	28
739	950
740	631
742	487
742	488
743	701
743	819
746	309
748	582
750	265
750	962
751	109
751	467
752	188
752	613
753	287
753	658
753	960
754	471
755	40
755	676
758	480
758	636
758	992
759	382
759	589
759	721
760	48
760	253
760	394
760	687
761	500
762	284
763	616
764	524
765	267
765	606
766	558
766	665
768	66
768	146
769	628
769	665
769	670
770	697
770	857
771	293
771	806
772	613
772	934
774	176
775	110
775	378
776	115
777	693
778	222
780	344
780	454
780	651
782	26
782	704
782	709
782	974
783	216
783	560
783	731
784	215
786	365
786	494
788	318
789	22
790	965
791	195
791	288
791	377
791	523
792	569
793	839
794	11
794	894
796	82
796	823
797	536
797	965
798	799
799	55
799	441
800	145
800	458
800	482
801	665
801	974
802	172
802	939
803	264
804	276
804	339
805	430
805	726
805	746
806	740
807	463
807	865
808	260
810	651
810	896
810	985
811	628
811	718
812	506
812	786
812	821
814	229
814	941
815	622
815	827
816	461
817	303
818	75
818	78
818	618
820	188
821	573
822	504
823	760
823	798
823	996
825	553
826	312
826	956
827	226
827	435
827	450
827	492
827	823
828	245
828	665
829	278
832	156
833	797
836	57
836	373
838	422
838	642
838	934
839	316
839	399
839	425
840	512
840	692
841	231
841	788
841	994
842	579
843	892
844	273
845	331
845	337
846	139
846	802
846	942
847	371
847	540
847	573
850	243
850	401
850	412
851	698
851	883
854	382
854	995
855	117
855	613
857	769
857	961
858	236
859	33
859	387
861	333
863	232
863	661
863	681
865	400
865	568
865	597
865	850
866	601
867	191
867	251
869	868
870	382
871	154
871	168
871	619
872	413
872	582
873	323
874	205
876	529
877	103
877	370
877	642
878	589
878	822
878	831
878	843
879	28
879	850
881	85
882	674
883	45
883	445
883	636
884	180
884	743
885	403
887	461
887	606
887	763
888	492
888	848
889	149
889	336
891	816
894	55
894	877
896	315
898	453
900	683
901	81
903	164
903	601
903	686
903	914
905	776
906	734
907	131
907	698
908	733
909	557
909	596
909	673
910	601
911	90
911	705
911	940
912	157
913	997
914	177
915	716
916	716
917	250
917	591
917	980
919	41
919	868
921	803
922	378
925	961
925	968
926	781
927	312
928	556
928	614
930	551
931	773
932	21
937	385
938	39
938	416
939	158
939	374
939	524
939	882
940	204
940	351
940	462
941	521
941	889
942	358
942	802
943	96
945	651
946	646
948	841
950	179
950	399
950	823
951	489
951	818
952	442
953	580
953	836
954	23
954	338
955	85
956	776
957	395
958	394
958	512
959	246
960	984
961	215
962	137
963	208
964	653
965	650
965	971
966	61
966	875
967	225
967	303
968	9
968	338
968	562
969	113
969	207
969	969
971	271
971	669
972	44
972	90
972	371
973	784
974	540
974	542
975	271
975	501
976	356
976	592
976	635
977	15
978	132
978	271
980	784
981	246
981	672
982	32
982	111
983	482
984	487
985	275
985	561
988	420
989	530
990	543
990	747
991	537
991	718
992	83
993	4
993	105
993	231
993	473
993	560
993	819
993	941
993	986
994	142
994	459
995	764
998	493
998	900
